Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-05 16:36:59,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-05 16:54:25,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 12:49:31,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to re-center vehicle in lane.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 12:55:26,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 13:16:08,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 13:16:31,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 16:51:02,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-07 18:00:47,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-12 18:23:02,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-13 13:14:23,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-13 13:56:06,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-13 14:26:55,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to re-center vehicle in lane.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-19 13:11:49,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-25 17:23:42,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-25 18:05:47,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-28 12:56:39,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-01-28 19:08:18,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-04 17:08:17,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate braking proposal.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-08 12:09:47,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-08 12:56:56,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-09 14:56:24,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-10 13:17:40,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-11 14:51:31,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-15 12:37:04,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-22 18:07:19,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-23 17:34:22,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-25 17:22:16,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-02-25 18:43:48,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to other road user or obstacle.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-02 17:15:54,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-02 17:17:50,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-04 13:25:20,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-04 13:45:21,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 12:22:27,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 12:54:30,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to reduce speed.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 12:59:54,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 14:11:26,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 16:42:20,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 17:00:02,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 17:16:15,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 17:44:56,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 18:19:06,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 18:27:03,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-08 18:36:18,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 13:29:44,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 14:42:02,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 16:57:24,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 17:48:45,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 18:05:27,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-09 18:14:19,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-10 12:22:14,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-10 12:48:49,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-16 17:29:25,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 13:05:26,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 13:51:35,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 14:13:14,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 17:20:06,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 17:42:00,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 17:58:24,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to other road user or obstacle.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 18:21:59,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 18:36:13,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-17 18:38:38,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-22 17:00:18,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-22 17:37:10,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-22 17:56:03,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to other road user or obstacle.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-23 14:31:14,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-23 17:07:10,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-23 17:10:14,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-23 17:25:34,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-25 14:26:55,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-26 16:08:09,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-29 18:16:39,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to re-center vehicle in lane.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-30 13:26:53,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-03-30 13:27:47,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-06 12:54:23,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-07 16:39:43,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-09 18:03:20,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-12 13:13:09,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-12 13:40:03,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-12 13:56:28,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-13 17:18:56,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to other road user or obstacle.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-14 17:52:24,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 12:42:55,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 13:03:45,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 16:51:02,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 16:53:28,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 17:21:29,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 17:32:38,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 17:37:26,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-15 17:50:43,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-19 13:26:11,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-04-19 14:18:03,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,
